id,text,context,stance_label,impact_label
train_67,"The Republican party have been accused of 'policy apathy', where they simply don't focus on intricate policy making. Democrats not assisting in forming policy will mean that Republicans simply get less done.","['Democrats should not cooperate with Donald Trump’s presidency.', 'Cooperating with Trump normalises his Presidency and everything he stands for, something which Democrats should be opposed to.', 'Democrats must cooperate with Trump in order to forward their legislative agenda, an agenda that stands in opposition to the ideals Trump espouses.', 'Passing legislation will strengthen the position of the Democrats in future elections.', 'Cooperating with Trump specifically on the issues of infrastructure investment and protection of American jobs would undermine the idea that the Democrats have abandoned blue-collar workers. If this line of attack was less potent for Trump, it would increase Democratic chances in crucial states like Pennsylvania in the 2020 election.', 'The Trump administration has already proven itself quite ineffective in drafting and passing legislation. This means that Democrats could take the lead on these policies, and therefore a large share of the credit.']","['NULL', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']",IMPACTFUL
train_68,Painful retribution is an integral part of the state's self-assertion towards its citizens.,"['Executions should be painful.', 'Painful executions harm innocent people more than conventional capital punishment.', 'Painful executions can cause psychological damage to those taking part. With an eye to their mental health, executions should not be painful.', 'The suffering of the convict can be rendered invisible.\xa0Muscle relaxants such as\xa0pancuronium prevent any movements or verbal reaction yet do not impede on\xa0consciousness.', 'The use of muscle relaxants, at the same time, mostly voids the intended deterrence effect of painful executions towards the public.', 'Painful executions are not necessarily meant to serve as better deterrence.', 'Painful executions will be a more effective punishment of the offender.', 'In order to accomplish retributive justice, it is only fair to cruelly execute an offender who caused suffering to others by committing a cruel crime.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE']",NOT_IMPACTFUL
train_69,"Whereas it is generally accepted that there are causes to our decisions (""I did that because...""), it is impossible to prove that this is the case for ""all"" the choices we make.","['There is no free will.', 'Human actions and choices can be traced back deterministic causes.']","['NULL', 'SUPPORT', 'SUPPORT']",NOT_IMPACTFUL
train_70,"Unlike the lottery, these jobs have value beyond financial compensation. If there was a cap on salaries there would still be plenty of competition for these jobs.","['US companies should be prohibited from paying any employee more than 35 times the compensation of their lowest-paid employee.', 'The existence of highly paid, wealthy executives is beneficial to society.', 'The prospect of becoming a wealthy executive fuels the American dream and the aspirations of individuals.', 'If low skill workers are highly compensated, high skill employees may find their compensation is not commensurate with their skill and experience. They may choose to quit and work in easier jobs for the same pay.', 'If the difference in pay is reduced, less people will be willing to commit to the increased hours, pressure and risk associated with working as a CEO.', 'High executive pay attracts high quality executives.', ""If American CEOs were asked to take a drastic cut in pay or to increase their company's payroll cost dramatically, there would be an incentive for top executive talent to work for companies outside the United States."", ""The seemingly high compensation of CEOs, famous actors, or professional athletes is only high if you don't consider the number of people who seek to get the job. Such scarce positions act like a lottery and the ticket's worth is based on the price of capital and labor that is forfeited in pursuit of the position. The more people that give up time and money to win, the bigger the pot. If we cap the worth of the pot,this is like capping a lottery payout, it degrades the worth of all tickets.""]","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'OPPOSE']",IMPACTFUL
train_71,"US counterterrorism aid creates perverse incentives for host states to maintain terrorist activity at low levels so as to continue receiving assistance to combat it (Bapat). Counter-terrorism aid, if provided, should be made conditional in order to increase its effectiveness.","['Democracies should only provide official development assistance (ODA) to democratic countries.', 'Unconditional foreign assistance is vital to achieving peace and stability in non-democratic recipient states.', 'Fragile and conflict-affected states provide an enabling environment for terrorism. Foreign aid can be used to improve the stability, and therefore anti-terror efforts, of these nations.']","['NULL', 'OPPOSE', 'SUPPORT', 'OPPOSE']",MEDIUM_IMPACT
train_72,The most costly part of executions is not the act itself but the legal proceedings. Reducing the costs for executions is marginal.,"['Executions should be painful.', 'Painful executions would be easier and cheaper.']","['NULL', 'OPPOSE', 'OPPOSE']",IMPACTFUL
train_73,"Young people are particularly vulnerable to terrorist cyber operations, as they make extensive use of social media.","['Facebook and Twitter should remove accounts of terrorist organisations, such as ISIS, from their sites.', 'Terrorist organizations are a threat to people all around the world.', 'Deleting accounts linked to terror organisations is unlikely to change this. In fact, it might undermine the fight against terrorism.', 'Facebook and Twitter have the ability to weaken operations of organizations like ISIS by erasing their presence on these sites.', 'Terrorist cyber activities are not limited to Facebook and Twitter. Thus, their activities will not suffer beyond repair.', 'Facebook and Twitter are particularly useful tools for terror organisations due to their global popularity, easy access and ease to reach their audience.', 'Social media can be a useful tool to influence the mindset of a population.']","['NULL', 'SUPPORT', 'OPPOSE', 'SUPPORT', 'OPPOSE', 'OPPOSE', 'SUPPORT', 'SUPPORT']",MEDIUM_IMPACT
train_74,Statistics do not support claims of systemic racism that is the basis for the kneeling.,"['NFL players should be forced to stand during the National Anthem.', 'Players should be free to partake in respectful protests, including kneeling.', 'Kneeling is a non-violent form of protest that is effective.', 'Taking a knee during the national anthem is a social platform for people showing the injustice in minority communities, systemic oppression against people of color, police brutality and the criminal justice system.', 'The goals of the protest are wrong.']","['NULL', 'OPPOSE', 'SUPPORT', 'SUPPORT', 'OPPOSE', 'OPPOSE']",NOT_IMPACTFUL
train_75,The government should not have the ability to dictate what people can and cannot wear.,['A ban on the Burqa and Niqab should be introduced in the United Kingdom.'],"['NULL', 'OPPOSE']",IMPACTFUL
train_76,"God wants humans to be morally good, and the only way that we can be morally good is if we have free will.","['There is no free will.', 'There are various religious and spiritual teachings that imply we have free will.']","['NULL', 'OPPOSE', 'SUPPORT']",NOT_IMPACTFUL
